,adress,house_type,biarea_msq,sold_price_kr,date_sold,price_diff_%,agent,size_msq,rooms,omrade,kommun,utgangspris_kr
657,Klövergången 8,Villa,,3730000,2020-03-28,1,Länsförsäkringar Fastighetsförmedling,125,4,Centralt,Kungälv,3700000
658,Helges väg 7,Villa,,3875000,2020-03-28,-3,Svensk Fastighetsförmedling,150,7,Lödöse,Lilla Edet,4000000
659,Sankt Olofsgatan 34,Ej specificerad villa,          36         ,3250000,2020-03-27,2,Fastighetsbyrån,102,5,Tolered,Göteborg,3175000
660,Horndalsvägen 3,Villa,          30         ,2550000,2020-03-27,-9,Fastighetsbyrån,148,5,Kinna,Mark,2800000
661,Forsvägen 12,Villa,,2070000,2020-03-27,-5,Fastighetsbyrån,117,4,Ullervad,Mariestad,2175000
662,Fredriksbergsvägen 7,Villa,,1800000,2020-03-27,6,Fastighetsbyrån,107,5,Ryd,Skövde,1700000
663,Frostvägen 14,Villa,          84         ,3500000,2020-03-27,-3,Länsförsäkringar Fastighetsförmedling,130,5,Billingssluttningen,Skövde,3600000
664,Murhammarvägen 1,Villa,,3510000,2020-03-27,0,Svensk Fastighetsförmedling,122,5,Kareby,Kungälv,3500000
665,Skogsgärde 186,Villa,,3050000,2020-03-27,11,Mäklarhuset,127,4,Rävlanda,Härryda,2750000
666,Hedagärdsvägen 16,Villa,          137         ,3010000,2020-03-27,12,ERA,114,4,Fristad,Borås,2675000
667,Häggvall 180,Villa,,3700000,2020-03-26,12,Fastighetsbyrån,93,4,Höviksnäs,Tjörn,3300000
668,Fornåkersvägen 2,Villa,          43         ,2350000,2020-03-26,32,Fastighetsbyrån,108,5,Vårgårda Sydväst,Vårgårda,1775000
669,Enehagsgatan 28,Villa,          63         ,3750000,2020-03-26,0,Fastighetsbyrån,157,6,Enehagen,Alingsås,3750000
670,Buatjärnsvägen 8,Villa,          30         ,3375000,2020-03-26,0,Fastighetsbyrån,80,4,Härryda,Härryda,3375000
671,Pilgränd 8,Villa,          91         ,3550000,2020-03-26,1,Fastighetsbyrån,99,5,Floda,Lerum,3525000
672,Östra vägen 30,Villa,          41         ,3400000,2020-03-26,17,Ahlberg & Berndtsson Fastighetsbyrå AB,128,6,Hönö,Öckerö,2900000
673,Harkvägen 343,Bostadsrättsvilla,,4000000,2020-03-26,0,Svensk Fastighetsförmedling,131,5,Kungälv,Kungälv,4000000
674,Carlmarks väg 72,Villa,          72         ,3700000,2020-03-26,0,Svensk Fastighetsförmedling,130,5,Älvängen,Ale,3700000
675,Grinneröds Torp Kristinelund 282,Villa,          28         ,2625000,2020-03-26,12,Svensk Fastighetsförmedling,145,6,Ljungskile,Uddevalla,2350000
676,Svedjorna 36A,Villa,,3490000,2020-03-26,0,HusmanHagberg,4,,Bollebygd,Bollebygd,3500000
677,Pilgatan 5,Villa,          45         ,3325000,2020-03-25,7,Fastighetsbyrån,95,5,Sörhaga,Alingsås,3100000
678,Bokgatan 17H,Villa,          107         ,1775000,2020-03-25,-6,Fastighetsbyrån,128,6,Språttebo,Tibro,1900000
679,Kryddhyllan 118,Villa,,3670000,2020-03-25,-8,HusmanHagberg,107,4,sten,Göteborg,4000000
680,Betesvägen 13,Villa,,3650000,2020-03-25,1,Fastighetsbyrån,137,6,Gråbo - Centralt,Lerum,3625000
681,Järnvägsgatan 1,Villa,          5         ,3200000,2020-03-25,0,Länsförsäkringar Fastighetsförmedling,189,5,Rångedala,Borås,3200000
682,Alefjällsvägen 5,Villa,          70         ,3370000,2020-03-25,14,Svensk Fastighetsförmedling,145,7,Centralt,Lerum,2950000
683,Ödby 1,Villa,          50         ,2800000,2020-03-25,-15,Länsförsäkringar Fastighetsförmedling,120,5,Tanum,Tanum,3300000
684,Västergatan 10,Villa,,2300000,2020-03-25,10,SkandiaMäklarna,135,6,Hjo,Hjo,2100000
685,Falkvägen 16,Villa,,3600000,2020-03-24,0,Fastighetsbyrån,175,6,Lysekil,Lysekil,3600000
686,Axgatan 5,Villa,,3000000,2020-03-24,-3,Svensk Fastighetsförmedling,164,6,Majåker,Lidköping,3100000
687,Timmerås 325,Villa,          35         ,2300000,2020-03-24,15,Svensk Fastighetsförmedling,92,4,Uddevalla,Uddevalla,2000000
688,Viskavägen 6,Villa,          39         ,3900000,2020-03-24,0,Svensk Fastighetsförmedling,78,5,Utby,Göteborg,3900000
689,Lindegatan 2,Villa,          16         ,1950000,2020-03-23,0,Fastighetsbyrån,180,7,Götene Tätort,Götene,1950000
690,Polonäsgränd 49,Villa,,2300000,2020-03-23,21,Fastighetsbyrån,104,4,Brotorp,Borås,1900000
691,Gömmeliden 8,Villa,          33         ,2700000,2020-03-23,-9,Fastighetsbyrån,129,5,Svanesund,Orust,2975000
692,Slantvägen 12,Villa,          59         ,2300000,2020-03-23,-4,Fastighetsbyrån,162,7,Helenedal,Uddevalla,2400000
693,Silverplåtsvägen 18,Villa,,3505000,2020-03-23,0,Svensk Fastighetsförmedling,116,4,Råda Mosse Askeslätt,Lidköping,3500000
694,Borgargatan 22,Villa,          80         ,2295000,2020-03-23,0,SkandiaMäklarna,154,8,Centrum,Tibro,2300000
695,Molanders väg 1,Villa,          100         ,3200000,2020-03-23,-19,Mäklarhuset,269,9,Tranemo,Tranemo,3950000
696,Åsegapsvägen 17,Villa,,3800000,2020-03-23,-11,Broberg Mäkleri AB,165,6,Stenhammar,Lidköping,4275000
697,Johan Mattsas väg 5,Villa,,3850000,2020-03-22,7,Fastighetsbyrån,169,6,Ucklum,Stenungsund,3600000
698,Gunnilse granväg 22,Villa,          50         ,3400000,2020-03-21,21,Fastighetsbyrån,75,5,Gunnilse,Göteborg,2800000
699,Violblommegatan 6,Villa,          72         ,3700000,2020-03-21,-5,Fastighetsbyrån,120,7,Ekebäck,Göteborg,3900000
700,Hasslegatan 4,Villa,          46         ,1800000,2020-03-20,3,Fastighetsbyrån,108,4,Ladukärr,Mariestad,1750000
701,Torggatan 15,Villa,          146         ,2500000,2020-03-20,2,Fastighetsbyrån,146,5,Timmersdala,Skövde,2450000
702,Säm Sverkelstorp 2,Villa,,2500000,2020-03-20,0,Fastighetsbyrån,270,7,Herrljunga Sydöst,Herrljunga,2500000
703,Kindgatan 8,Villa,,3900000,2020-03-20,0,Fastighetsbyrån,131,5,Västra Ängabo,Alingsås,3900000
704,Ljungs Kolbengtseröd 302,Villa,          100         ,4000000,2020-03-20,3,Fastighetsbyrån,232,9,Ljungskile,Uddevalla,3875000
705,Brinkgatan 2,Villa,          103         ,2125000,2020-03-20,12,Svensk Fastighetsförmedling,102,4,Skene,Mark,1900000
706,Renstigen 8,Villa,          50         ,2060000,2020-03-20,-6,Fastighetsbyrån,123,5,Jakobsberg,Uddevalla,2200000
707,Ryd 390,Villa,          6         ,1900000,2020-03-20,12,Svensk Fastighetsförmedling,119,5,Nol,Ale,1700000
708,Hjälmareds allé 1,Villa,,3400000,2020-03-20,4,Svensk Fastighetsförmedling,121,4,Hjälmared,Alingsås,3275000
709,Gryningsgatan 22,Ej specificerad villa,          23         ,3700000,2020-03-20,6,Bjurfors,125,4,Kortedala,Göteborg,3500000
710,Marknadsgatan 15,Villa,          123         ,3050000,2020-03-20,2,Svensk Fastighetsförmedling,123,7,Vårgårda,Vårgårda,3000000
711,Bergängsvägen 2,Villa,          38         ,2350000,2020-03-20,8,Svensk Fastighetsförmedling,139,5,Norr,Åmål,2175000
712,Norra Kedum Liljekonvaljen 7,Villa,          5         ,1750000,2020-03-20,1,Länsförsäkringar Fastighetsförmedling,117,6,Norra Kedum,Lidköping,1725000
713,Nya Örnäsgatan 14B,Villa,,1850000,2020-03-20,-6,Länsförsäkringar Fastighetsförmedling,162,6,Örnäs,Åmål,1975000
714,Ingelsevägen 40,Villa,          55         ,3500000,2020-03-20,1,Mäklarhuset,112,5,Hindås,Härryda,3475000
715,Nordkroksvägen 434,Villa,,3520000,2020-03-19,24,Fastighetsbyrån,105,5,Nordkroken,Vänersborg,2850000
716,Älvornas Väg 1,Bostadsrättsvilla,,2900000,2020-03-19,-3,Fastighetsbyrån,108,4,Älvängen,Ale,3000000
717,Basungatan 18,Villa,          30         ,2600000,2020-03-19,32,Fastighetsbyrån,175,6,Götene Tätort,Götene,1975000
718,Skiftesvägen 18,Villa,          30         ,3200000,2020-03-19,0,Fastighetsbyrån,147,6,Skultorp,Skövde,3200000
719,Parkgatan 6,Villa,          60         ,2060000,2020-03-19,-6,Fastighetsbyrån,88,4,Kinna,Mark,2200000
720,Övre Kammarbergsvägen 26,Villa,          107         ,2895000,2020-03-19,4,Fastighetsbyrån,115,6,Kinna/Kammarberg,Mark,2775000
721,Lilla Solsätervägen 10,Villa,          49         ,3300000,2020-03-19,-6,Fastighetsbyrån,103,6,Olofstorp,Göteborg,3500000
722,Källviken 220,Villa,          80         ,3550000,2020-03-19,-5,Svensk Fastighetsförmedling,160,6,Källviken,Uddevalla,3725000
723,Fjällvägen 51,Villa,          58         ,1850000,2020-03-19,0,Bostadsbutiken,96,4,Ramneröd-Fjällvägen,Uddevalla,1850000
724,Ulvesundsvägen 88,Villa,          63         ,3100000,2020-03-19,41,Bostadsbutiken,145,5,Ulvesund-Ljungskile,Uddevalla,2200000
725,Noras backe 6,Villa,          11         ,3875000,2020-03-19,3,Gofab Fastighetsbyrå,102,4,Nösund,Orust,3750000
726,Ferlingatan 24,Villa,          53         ,2150000,2020-03-19,0,Mäklarhuset,115,5,Dotorp,Falköping,2150000
727,Södra vägen 9,Villa,          80         ,2650000,2020-03-18,0,Fastighetsbyrån,140,7,Centralt,Lilla Edet,2650000
728,Hällegatan 9,Villa,          135         ,2650000,2020-03-18,-2,Fastighetsbyrån,122,8,Kinna,Mark,2700000
729,Tväråsavägen 14,Villa,          7         ,2900000,2020-03-18,-3,Fastighetsbyrån,164,7,Viskafors,Borås,3000000
730,Insektsvägen 38,Villa,          14         ,3550000,2020-03-18,15,Svensk Fastighetsförmedling,145,5,Ryd,Skövde,3075000
731,Villagatan 29,Villa,          185         ,1810000,2020-03-18,21,SkandiaMäklarna,154,5,Hjo,Hjo,1500000
732,Råhagen 415,Villa,          52         ,2575000,2020-03-18,0,Gofab Fastighetsbyrå,114,5,Stillingsön,Orust,2575000
733,Grunnebo 205,Villa,          102         ,2050000,2020-03-18,-2,Hus & Hem,102,5,Grunnebo,Vänersborg,2100000
734,Styvergränd 4,Villa,,2300000,2020-03-17,-4,Fastighetsbyrån,141,6,Helenedal,Uddevalla,2400000
735,Tegelbruksgatan 28,Villa,          114         ,3950000,2020-03-17,5,Fastighetsbyrån,114,6,Tegelbruket,Alingsås,3750000
736,Lingonstigen 2,Villa,          23         ,2450000,2020-03-17,-9,Svensk Fastighetsförmedling,111,7,Hunnebostrand,Sotenäs,2700000
737,Bäckgatan 4,Villa,          98         ,3050000,2020-03-17,-5,Länsförsäkringar Fastighetsförmedling,98,5,Brämhult,Borås,3200000
738,Nedre skogsbacken 1A,Villa,          78         ,3620000,2020-03-17,13,Svensk Fastighetsförmedling,140,5,Alafors,Ale,3200000
739,Osbacken 160,Villa,          89         ,2810000,2020-03-17,12,Svensk Fastighetsförmedling,89,5,Alafors,Ale,2500000
740,Brunklövervägen 1,Villa,          106         ,2300000,2020-03-17,10,Svensk Fastighetsförmedling,106,6,Lilla Edet,Lilla Edet,2100000
741,Enbärsvägen 1,Villa,,3900000,2020-03-17,12,Svensk Fastighetsförmedling,151,5,Uddared,Lerum,3475000
742,Kolborydsvägen 8,Villa,          52         ,3800000,2020-03-17,0,Mäklarhuset,101,7,Öxeryd,Lerum,3800000
743,Vättnevägen 3,Villa,          86         ,2350000,2020-03-16,2,Fastighetsbyrån,86,5,Tåstorp,Falköping,2300000
744,Tallvivelvägen 15,Villa,,3750000,2020-03-16,0,Fastighetsbyrån,130,6,Stenungsund-kyrkenorum,Stenungsund,3750000
745,Annelundsvägen 26,Villa,,3750000,2020-03-16,0,Fastighetsbyrån,157,6,Dammen,Alingsås,3750000
746,Sundöregatan 30,Villa,          38         ,2400000,2020-03-16,-4,Fastighetsbyrån,141,6,Ström,Lilla Edet,2500000
747,Åhem,Villa,          26         ,2150000,2020-03-16,0,Svensk Fastighetsförmedling,161,7,Vårgårda,Vårgårda,2150000
748,Skredsviks Anneröd 450,Villa,          1         ,1765000,2020-03-16,53,Länsförsäkringar Fastighetsförmedling,79,4,Uddevalla,Uddevalla,1150000
749,Keravavägen 9,Villa,,3850000,2020-03-16,13,Svensk Fastighetsförmedling,136,6,Skogshöjden,Trollhättan,3400000
750,Fridhemsvägen 11,Villa,          77         ,2900000,2020-03-16,16,Svensk Fastighetsförmedling,156,6,Mariedal,Vänersborg,2500000
751,Hampstigen 6,Villa,,3000000,2020-03-15,7,Fastighetsbyrån,135,6,Centralt,Strömstad,2800000
752,Ödeborgs-Bråten 9,Villa,          40         ,2050000,2020-03-15,-7,Länsförsäkringar Fastighetsförmedling,142,6,Färgelanda,Färgelanda,2200000
753,Skyttegatan 7,Villa,          94         ,2025000,2020-03-14,7,Fastighetsbyrån,98,6,Centralt,Lilla Edet,1900000
754,Hökvägen 10,Villa,,2595000,2020-03-14,0,Fastighetsbyrån,144,4,Lysekil,Lysekil,2600000
755,Bragevägen 5,Villa,          68         ,3300000,2020-03-14,-6,Fastighetsbyrån,136,5,Centrum,Uddevalla,3500000
756,Nävergatan 4,Villa,          88         ,3000000,2020-03-13,0,Svensk Fastighetsförmedling,116,6,Kungshamn,Sotenäs,3000000
757,Givarp 8,Gård,          10         ,3100000,2020-03-13,4,Svensk Fastighetsförmedling,130,5,Länghem,Tranemo,2975000
758,Svalörtsvägen 42,Villa,          8         ,3200000,2020-03-13,0,Svensk Fastighetsförmedling,113,5,ÄLVÄNGEN,Ale,3200000
759,Vallmogatan 9,Villa,          96         ,1837000,2020-03-13,17,SkandiaMäklarna,96,5,Västermalm,Hjo,1575000
760,Kyrkebacka 514,Villa,          68         ,2100000,2020-03-13,-3,Bostadsbutiken,141,6,Forshälla,Uddevalla,2175000
761,Fältgatan 14,Villa,          48         ,3800000,2020-03-13,6,Svensk Fastighetsförmedling,120,4,Norrmalm,Skövde,3575000
762,Örtagårdsgatan 3,Villa,          63         ,3010000,2020-03-13,3,Mäklarhuset,180,7,Tåstorp,Falköping,2925000
763,Hästhagsvägen 22,Villa,          90         ,2800000,2020-03-13,22,Mäklarhuset,90,4,Lilleskog,Lidköping,2300000
764,Södra Kroksdal 98,Villa,          38         ,3250000,2020-03-13,-6,Gofab Fastighetsbyrå,169,6,Skärhamn,Tjörn,3450000
765,Utsiktsvägen 10,Villa,          42         ,2995000,2020-03-12,0,Fastighetsbyrån,140,6,Olsfors,Bollebygd,3000000
766,Larstorp Mellomgården 5,Villa,          75         ,2100000,2020-03-12,20,Länsförsäkringar Fastighetsförmedling,126,4,Herrljunga,Herrljunga,1750000
767,Häroldsvägen 14,Villa,          8         ,3230000,2020-03-12,15,Svensk Fastighetsförmedling,157,7,Nödinge,Ale,2800000
768,Kyrkängsvägen 10,Villa,          24         ,3010000,2020-03-12,9,ERA,189,5,Sandhult,Borås,2750000
769,Kärrshåla Kungsgläntan 3,Villa,,2400000,2020-03-11,0,Fastighetsbyrån,55,4,Hovenäset,Sotenäs,2400000
770,Vång Björkhaga 1,Villa,          16         ,3000000,2020-03-11,21,Fastighetsbyrån,170,5,Undenäs,Karlsborg,2475000
771,Valhallavägen 48,Villa,          117         ,3900000,2020-03-11,0,Svensk Fastighetsförmedling,142,7,Uddevalla,Uddevalla,3900000
772,Vädursgatan 7,Villa,          45         ,3760000,2020-03-11,0,Svensk Fastighetsförmedling,137,5,Kurveröd,Uddevalla,3750000
773,Älgvägen 33,Villa,          133         ,2200000,2020-03-11,5,Svensk Fastighetsförmedling,99,4,Vargön,Vänersborg,2100000
774,Stamkullevägen 237,Villa,,3600000,2020-03-11,16,Fastighetsbyrån,152,5,Sandhem,Trollhättan,3100000
775,Alvägen 1,Villa,          43         ,3795000,2020-03-11,0,Länsförsäkringar Fastighetsförmedling,126,6,Diseröd,Kungälv,3800000
776,Bengt Ivarsgatan 37,Villa,          75         ,2300000,2020-03-11,10,ERA,130,5,Lilla Edet Centrum,Lilla Edet,2100000
777,Överbygatan 1,Villa,,1750000,2020-03-11,22,Mäklarhuset,117,5,Åttagård,Falköping,1425000
778,Snäppvägen 14,Villa,          115         ,3100000,2020-03-11,24,Mäklarhuset,115,7,Sandhem,Trollhättan,2500000
779,Lindhult Kronogården 3,Villa,          127         ,2250000,2020-03-10,33,Fastighetsbyrån,127,6,Horred,Mark,1700000
780,Skaftaredsvägen 24,Villa,,3500000,2020-03-10,3,Fastighetsbyrån,128,4,Edsås,Alingsås,3400000
781,Södra vägen 24A,Villa,,4000000,2020-03-10,1,Fastighetsbyrån,138,6,Floda - Berghult,Lerum,3950000
782,Solberg 204,Villa,          136         ,2590000,2020-03-10,8,Fastighetsbyrån,106,5,Kläppheden,Uddevalla,2400000
783,Hallbergstorpsvägen 13,Villa,,4000000,2020-03-10,7,Fastighetsbyrån,137.7,6,Hemsjö,Alingsås,3750000
784,Prästgården 1,Villa,          30         ,3300000,2020-03-10,0,Svensk Fastighetsförmedling,235,7,Herrljunga,Herrljunga,3300000
785,Mariebergsgatan 2A,Villa,          45         ,3150000,2020-03-10,3,Svensk Fastighetsförmedling,120,5,Norrmalm,Skövde,3050000
786,Örelidsvägen 7,Villa,          91         ,2650000,2020-03-10,34,Mäklarhuset,91,4,Olsfors,Bollebygd,1975000
787,Björkebo,Villa,          88         ,2650000,2020-03-10,6,Mäklarhuset,133,6,Värsås,Skövde,2500000
788,Bergfinkvägen 3,Villa,          92         ,2750000,2020-03-09,0,Fastighetsbyrån,93,4,Myggenäs,Tjörn,2750000
789,Silverplåtsvägen 12,Villa,          20         ,3450000,2020-03-09,5,Svensk Fastighetsförmedling,116,4,Lidköping,Lidköping,3275000
790,Vårbruksvägen 22,Villa,          33         ,2800000,2020-03-09,8,Svensk Fastighetsförmedling,176,5,Skara,Skara,2600000
791,Bondevägen 2,Villa,          70         ,1750000,2020-03-09,30,Länsförsäkringar Fastighetsförmedling,120,6,Ulricehamn,Ulricehamn,1350000
792,Grunsbo 120,Villa,,2500000,2020-03-08,27,Svensk Fastighetsförmedling,110,4,Dalsland,Vänersborg,1975000
793,Stala-Röra 221,Gård,          20         ,3950000,2020-03-07,-1,Fastighetsbyrån,164,6,Varekil,Orust,4000000
794,Myrens väg 13,Villa,,2300000,2020-03-07,-8,HusmanHagberg,92,4,Strömstad,Strömstad,2500000
795,Kärrvägen 18,Villa,          103         ,2535000,2020-03-07,11,Mäklarhuset,103,4,Viskafors,Borås,2275000
796,Ljungsäter 1,Villa,          95         ,2300000,2020-03-07,18,ERA,98,4,Fristad,Borås,1950000
797,"Backa gada 1, Grundsund",Villa,          37         ,3250000,2020-03-06,-3,Fastighetsbyrån,100,4,Skaftö,Lysekil,3350000
798,Ågatan 9,Villa,          150         ,2575000,2020-03-06,4,Fastighetsbyrån,167,6,Centrum,Tibro,2475000
799,Vasagatan 17,Villa,          30         ,3900000,2020-03-06,8,Fastighetsbyrån,175,6,Centrum,Hjo,3600000
800,Djupebäcksgatan 11,Villa,          90         ,3350000,2020-03-06,-9,Lisenstedt Fastighetsförmedling AB,172,7,Tingvalla,Trollhättan,3675000
801,Ringvägen 15,Villa,          13         ,2175000,2020-03-06,0,Bostadsbutiken,102,6,Kissleberg,Uddevalla,2175000
802,Lundgrens väg 8,Villa,          100         ,2850000,2020-03-06,10,Svensk Fastighetsförmedling,164,6,Vargön,Vänersborg,2600000
803,Isgatan 11,Villa,          5         ,2360000,2020-03-06,-1,Fastighetsbyrån,118,5,Fasseröd,Uddevalla,2375000
804,Åkerstigen 3,Villa,          112         ,2202000,2020-03-06,2,Fastighetsbyrån,112,6,Centralt,Lilla Edet,2150000
805,Lektorsvägen 18,Villa,          35         ,2175000,2020-03-06,0,Fastighetsbyrån,131,8,Ulricehamn,Ulricehamn,2175000
806,Lärksoppvägen 9,Villa,,3600000,2020-03-06,-5,Fastighetsbyrån,118,6,Röd,Strömstad,3800000
807,Sverkilsvägen 21,Villa,,3525000,2020-03-06,16,Svensk Fastighetsförmedling,121,5,Skultorp,Skövde,3050000
808,Grönelund 1,Villa,          49         ,3300000,2020-03-06,22,Svensk Fastighetsförmedling,127,7,Sjölunda,Lidköping,2700000
809,Lönneskogen 8,Villa,,3800000,2020-03-06,-4,Gofab Fastighetsbyrå,153,5,Skärhamn,Tjörn,3950000
810,Örtvägen 13,Villa,          104         ,2500000,2020-03-06,14,ERA,104,4,Lilla Edet,Lilla Edet,2200000
811,Myråsvägen 18,Villa,,1820000,2020-03-05,35,Fastighetsbyrån,99,4,Filsbäck,Lidköping,1350000
812,Bredehall 26B,Villa,          68         ,3150000,2020-03-05,0,Fastighetsbyrån,97,5,Lerum,Lerum,3150000
813,Ödenäs Mellomgården 470,Villa,          126         ,3100000,2020-03-05,24,Fastighetsbyrån,126,6,Ödenäs,Alingsås,2500000
814,Glimmergatan 111,Villa,,3860000,2020-03-05,5,Fastighetsbyrån,140,5,Tegelbruket,Alingsås,3675000
815,Ädelstensvägen 17A,Villa,          22         ,2695000,2020-03-05,0,Bratting Mäklarbyrå,135,5,Ulveket,Skövde,2700000
816,Kanelvägen 5,Villa,          102         ,1900000,2020-03-05,19,Fastighetsbyrån,102,5,Länghem,Tranemo,1600000
817,Letsegeårdsvägen 98B,Villa,,2442500,2020-03-05,-61,Fastighetsbyrån,6,,Billdal,Göteborg,6275000
818,Ängsvägen 20,Villa,          44         ,1825000,2020-03-05,26,Svensk Fastighetsförmedling,119,4,Karlsborg,Karlsborg,1450000
819,Nonnens väg 28,Villa,          155         ,2970000,2020-03-05,26,Svensk Fastighetsförmedling,89,4,Lilleskog,Lidköping,2350000
820,Rönnvägen 1,Villa,,2725000,2020-03-05,9,Svensk Fastighetsförmedling,111,4,Lysekil,Lysekil,2500000
821,Krusmyntagången 10,Villa,          118         ,2700000,2020-03-05,18,ERA,96,4,Hulta,Borås,2300000
822,Djäknevägen 18,Villa,          135         ,2400000,2020-03-04,20,Länsförsäkringar Fastighetsförmedling,135,7,Ulricehamn,Ulricehamn,2000000
823,Kapellvägen 51D,Villa,          38         ,2495000,2020-03-04,0,Bratting Mäklarbyrå,123,4,Skövde,Skövde,2500000
